id,title,year,views,detail_link,thumbnail_url,cast,youtube_id,description
1668,Hulet Aynet,2023,140,https://yageru.com/info.php?pID=1668&movNM=Hulet Aynet,https://yageru.com/images/yt_movies/low_res/m1668.jpg,"[{""name"": ""Chernet Fikadu"", ""profile_image"": ""https://yageru.com/images/artists/a175.jpg""}, {""name"": ""Solomon Muhe"", ""profile_image"": ""https://yageru.com/images/artists/a42.jpg""}, {""name"": ""Bayush Kebede (Mitu)"", ""profile_image"": ""https://yageru.com/images/artists/a115.jpg""}, {""name"": ""Nardos Adane"", ""profile_image"": ""https://yageru.com/images/artists/a76.jpg""}]",z3EczwsO0bY,N/A
1667,YeKebele Bet,2023,51,https://yageru.com/info.php?pID=1667&movNM=YeKebele Bet,https://yageru.com/images/yt_movies/low_res/m1667.jpg,"[{""name"": ""Tewodros Mekonnen"", ""profile_image"": ""https://yageru.com/images/artists/a447.jpg""}]",W3jwwH4ZGk8,N/A
1666,Mogzitua,2023,50,https://yageru.com/info.php?pID=1666&movNM=Mogzitua,https://yageru.com/images/yt_movies/low_res/m1666.jpg,"[{""name"": ""Rediet Getahun"", ""profile_image"": ""https://yageru.com/images/artists/a335.jpg""}]",5J6vObdrdJ4,N/A
1665,Balekumtaw,2023,51,https://yageru.com/info.php?pID=1665&movNM=Balekumtaw,https://yageru.com/images/yt_movies/low_res/m1665.jpg,"[{""name"": ""Dawit Sintayehu"", ""profile_image"": ""https://yageru.com/images/artists/a372.jpg""}, {""name"": ""Amira Denbel"", ""profile_image"": ""https://yageru.com/images/artists/a406.jpg""}, {""name"": ""Yosef Fekede"", ""profile_image"": ""https://yageru.com/images/artists/a194.jpg""}]",CoEVAuqhUS4,N/A
1664,Shegitu,2023,35,https://yageru.com/info.php?pID=1664&movNM=Shegitu,https://yageru.com/images/yt_movies/low_res/m1664.jpg,,,
1663,Agatami,2023,96,https://yageru.com/info.php?pID=1663&movNM=Agatami,https://yageru.com/images/yt_movies/low_res/m1663.jpg,,,
1662,Yetizita Esregnoch,2023,42,https://yageru.com/info.php?pID=1662&movNM=Yetizita Esregnoch,https://yageru.com/images/yt_movies/low_res/m1662.jpg,"[{""name"": ""Yonas Getachew"", ""profile_image"": ""https://yageru.com/images/artists/a354.jpg""}, {""name"": ""Birhane Gebru"", ""profile_image"": ""https://yageru.com/images/artists/a263.jpg""}, {""name"": ""Melat Temesgen"", ""profile_image"": ""https://yageru.com/images/artists/blanka.jpg""}]",CONNECTION_ERROR,N/A
1661,Yetefa Gize,2023,114,https://yageru.com/info.php?pID=1661&movNM=Yetefa Gize,https://yageru.com/images/yt_movies/low_res/m1661.jpg,"[{""name"": ""Kalkidan Tibebu"", ""profile_image"": ""https://yageru.com/images/artists/a43.jpg""}, {""name"": ""Misgana Atnafu"", ""profile_image"": ""https://yageru.com/images/artists/a104.jpg""}]",4-CoaY9Op78,N/A
1660,Azamd,2023,113,https://yageru.com/info.php?pID=1660&movNM=Azamd,https://yageru.com/images/yt_movies/low_res/m1660.jpg,"[{""name"": ""Solomon Muhe"", ""profile_image"": ""https://yageru.com/images/artists/a42.jpg""}, {""name"": ""Mesfin Haileyesus"", ""profile_image"": ""https://yageru.com/images/artists/a33.jpg""}, {""name"": ""Kalkidan Tamiru"", ""profile_image"": ""https://yageru.com/images/artists/a39.jpg""}, {""name"": ""Tamrat HaileGiorgis"", ""profile_image"": ""https://yageru.com/images/artists/a342.jpg""}]",tQIrTNngpHE,N/A
1659,YeZimita Fikir,2023,30,https://yageru.com/info.php?pID=1659&movNM=YeZimita Fikir,https://yageru.com/images/yt_movies/low_res/m1659.jpg,"[{""name"": ""Natay Getachew"", ""profile_image"": ""https://yageru.com/images/artists/a77.jpg""}, {""name"": ""Lydia Tibebu"", ""profile_image"": ""https://yageru.com/images/artists/a304.jpg""}, {""name"": ""Cherinet Negash"", ""profile_image"": ""https://yageru.com/images/artists/a405.jpg""}, {""name"": ""Elias Tesfaye"", ""profile_image"": ""https://yageru.com/images/artists/a396.jpg""}]",vq5pH4kLEBQ,N/A
1658,Sakua,2023,39,https://yageru.com/info.php?pID=1658&movNM=Sakua,https://yageru.com/images/yt_movies/low_res/m1658.jpg,"[{""name"": ""Kassahun Fisseha (Mandela)"", ""profile_image"": ""https://yageru.com/images/artists/a5.jpg""}, {""name"": ""Eliyana Lema"", ""profile_image"": ""https://yageru.com/images/artists/a393.jpg""}, {""name"": ""Feleke Kassa"", ""profile_image"": ""https://yageru.com/images/artists/a243.jpg""}]",r8YUEipVCkQ,N/A
1657,Yehilina Eda,2023,51,https://yageru.com/info.php?pID=1657&movNM=Yehilina Eda,https://yageru.com/images/yt_movies/low_res/m1657.jpg,"[{""name"": ""Danayit Daniel"", ""profile_image"": ""https://yageru.com/images/artists/a391.jpg""}, {""name"": ""Henok Dinku"", ""profile_image"": ""https://yageru.com/images/artists/a338.jpg""}, {""name"": ""Mikiyas Sintayehu"", ""profile_image"": ""https://yageru.com/images/artists/a213.jpg""}, {""name"": ""Amanuel Niguse"", ""profile_image"": ""https://yageru.com/images/artists/a402.jpg""}]",4iVoX99PAPM,N/A
1656,YeDeha Fikir,2023,43,https://yageru.com/info.php?pID=1656&movNM=YeDeha Fikir,https://yageru.com/images/yt_movies/low_res/m1656.jpg,"[{""name"": ""Eyob Dawit"", ""profile_image"": ""https://yageru.com/images/artists/a1.jpg""}, {""name"": ""Makbel Henok"", ""profile_image"": ""https://yageru.com/images/artists/a199.jpg""}, {""name"": ""Natnael Gashaw"", ""profile_image"": ""https://yageru.com/images/artists/a431.jpg""}]",eQI9VWg3iHU,N/A
1655,Yene Ferenj,2022,54,https://yageru.com/info.php?pID=1655&movNM=Yene Ferenj,https://yageru.com/images/yt_movies/low_res/m1655.jpg,"[{""name"": ""Mekonnen Leake"", ""profile_image"": ""https://yageru.com/images/artists/a6.jpg""}, {""name"": ""Sonia Noel (Vida)"", ""profile_image"": ""https://yageru.com/images/artists/a162.jpg""}, {""name"": ""Yeabsira Getachew"", ""profile_image"": ""https://yageru.com/images/artists/a195.jpg""}, {""name"": ""Sebsibe Fekede"", ""profile_image"": ""https://yageru.com/images/artists/a260.jpg""}, {""name"": ""Kokeb Birhane"", ""profile_image"": ""https://yageru.com/images/artists/blanka.jpg""}]",4vjysLd-4zI,N/A
1654,Dirshaye,2023,65,https://yageru.com/info.php?pID=1654&movNM=Dirshaye,https://yageru.com/images/yt_movies/low_res/m1654.jpg,"[{""name"": ""Eyob Dawit"", ""profile_image"": ""https://yageru.com/images/artists/a1.jpg""}, {""name"": ""Yosef Fekede"", ""profile_image"": ""https://yageru.com/images/artists/a194.jpg""}, {""name"": ""Makbel Henok"", ""profile_image"": ""https://yageru.com/images/artists/a199.jpg""}, {""name"": ""Mekdes Abebe"", ""profile_image"": ""https://yageru.com/images/artists/a416.jpg""}, {""name"": ""Markonal Mubarek"", ""profile_image"": ""https://yageru.com/images/artists/a466.jpg""}]",yejF0yHVsiI,N/A
1653,Yetebeka Lij,2023,33,https://yageru.com/info.php?pID=1653&movNM=Yetebeka Lij,https://yageru.com/images/yt_movies/low_res/m1653.jpg,"[{""name"": ""Yohannes Sewinet"", ""profile_image"": ""https://yageru.com/images/artists/a399.jpg""}, {""name"": ""Makbel Henok"", ""profile_image"": ""https://yageru.com/images/artists/a199.jpg""}, {""name"": ""Markonal Mubarek"", ""profile_image"": ""https://yageru.com/images/artists/a466.jpg""}]",fBfF7l4Zi84,N/A
1652,Kemitachign Litash,2023,43,https://yageru.com/info.php?pID=1652&movNM=Kemitachign Litash,https://yageru.com/images/yt_movies/low_res/m1652.jpg,"[{""name"": ""Henok Dinku"", ""profile_image"": ""https://yageru.com/images/artists/a338.jpg""}, {""name"": ""Cherinet Negash"", ""profile_image"": ""https://yageru.com/images/artists/a405.jpg""}, {""name"": ""Yohannes Sewinet"", ""profile_image"": ""https://yageru.com/images/artists/a399.jpg""}]",IHGSxdDzgdU,N/A
1651,Fikir Bicha,2023,74,https://yageru.com/info.php?pID=1651&movNM=Fikir Bicha,https://yageru.com/images/yt_movies/low_res/m1651.jpg,"[{""name"": ""Henok Dinku"", ""profile_image"": ""https://yageru.com/images/artists/a338.jpg""}, {""name"": ""Yohannes Sewinet"", ""profile_image"": ""https://yageru.com/images/artists/a399.jpg""}, {""name"": ""Markonal Mubarek"", ""profile_image"": ""https://yageru.com/images/artists/a466.jpg""}]",E7S0puFNbig,N/A
1650,Anileyayim,2023,84,https://yageru.com/info.php?pID=1650&movNM=Anileyayim,https://yageru.com/images/yt_movies/low_res/m1650.jpg,"[{""name"": ""Zelalem Yitagesu"", ""profile_image"": ""https://yageru.com/images/artists/a189.jpg""}, {""name"": ""Bahren Kedir"", ""profile_image"": ""https://yageru.com/images/artists/a217.jpg""}, {""name"": ""Solomon Teka"", ""profile_image"": ""https://yageru.com/images/artists/a73.jpg""}, {""name"": ""Mahlet Hagos"", ""profile_image"": ""https://yageru.com/images/artists/a403.jpg""}]",hOtTZvqnyRU,N/A
1649,Endatrechi,2023,55,https://yageru.com/info.php?pID=1649&movNM=Endatrechi,https://yageru.com/images/yt_movies/low_res/m1649.jpg,"[{""name"": ""Mekonnen Leake"", ""profile_image"": ""https://yageru.com/images/artists/a6.jpg""}, {""name"": ""Henok Dinku"", ""profile_image"": ""https://yageru.com/images/artists/a338.jpg""}, {""name"": ""Betelhem Kumsa"", ""profile_image"": ""https://yageru.com/images/artists/blanka.jpg""}]",MC_iQKajWOo,N/A
1648,Laborowochu,2023,20,https://yageru.com/info.php?pID=1648&movNM=Laborowochu,https://yageru.com/images/yt_movies/low_res/m1648.jpg,"[{""name"": ""Shewaferaw Desalegn"", ""profile_image"": ""https://yageru.com/images/artists/a7.jpg""}, {""name"": ""Eden Wondimu"", ""profile_image"": ""https://yageru.com/images/artists/blanka.jpg""}]",KmPXt7kAp6A,N/A
1647,Libam Deha 2,2023,66,https://yageru.com/info.php?pID=1647&movNM=Libam Deha 2,https://yageru.com/images/yt_movies/low_res/m1647.jpg,"[{""name"": ""Yosef Fekede"", ""profile_image"": ""https://yageru.com/images/artists/a194.jpg""}, {""name"": ""Kidist Sahile"", ""profile_image"": ""https://yageru.com/images/artists/a421.jpg""}, {""name"": ""Cherinet Negash"", ""profile_image"": ""https://yageru.com/images/artists/a405.jpg""}, {""name"": ""Markonal Mubarek"", ""profile_image"": ""https://yageru.com/images/artists/a466.jpg""}]",IzsLPhgKGAc,N/A
1646,Bete Miste,2023,98,https://yageru.com/info.php?pID=1646&movNM=Bete Miste,https://yageru.com/images/yt_movies/low_res/m1646.jpg,"[{""name"": ""Michael Tamre"", ""profile_image"": ""https://yageru.com/images/artists/a25.jpg""}, {""name"": ""Teshale Worku"", ""profile_image"": ""https://yageru.com/images/artists/a147.jpg""}, {""name"": ""Zerihun Asmamaw"", ""profile_image"": ""https://yageru.com/images/artists/a28.jpg""}, {""name"": ""Lydia Tibebu"", ""profile_image"": ""https://yageru.com/images/artists/a304.jpg""}]",IIS5lBMvYb0,N/A
1645,Jemari Habtam,2023,44,https://yageru.com/info.php?pID=1645&movNM=Jemari Habtam,https://yageru.com/images/yt_movies/low_res/m1645.jpg,"[{""name"": ""Eyob Dawit"", ""profile_image"": ""https://yageru.com/images/artists/a1.jpg""}, {""name"": ""Alemayehu Belayneh (Alex)"", ""profile_image"": ""https://yageru.com/images/artists/a51.jpg""}]",zHLXbC4Y-F8,N/A
1644,Tenafaki,2023,27,https://yageru.com/info.php?pID=1644&movNM=Tenafaki,https://yageru.com/images/yt_movies/low_res/m1644.jpg,"[{""name"": ""Mekonnen Leake"", ""profile_image"": ""https://yageru.com/images/artists/a6.jpg""}, {""name"": ""Alemayehu Belayneh (Alex)"", ""profile_image"": ""https://yageru.com/images/artists/a51.jpg""}]",CJ0a_Km5ecY,N/A
1643,Zewid Ena Gofer 2,2023,140,https://yageru.com/info.php?pID=1643&movNM=Zewid Ena Gofer 2,https://yageru.com/images/yt_movies/low_res/m1643.jpg,"[{""name"": ""Hanan Tarik"", ""profile_image"": ""https://yageru.com/images/artists/a23.jpg""}, {""name"": ""Mesfin Haileyesus"", ""profile_image"": ""https://yageru.com/images/artists/a33.jpg""}, {""name"": ""Netsanet Aytenfisu"", ""profile_image"": ""https://yageru.com/images/artists/a362.jpg""}, {""name"": ""Zinabu Gebresilase"", ""profile_image"": ""https://yageru.com/images/artists/blanka.jpg""}, {""name"": ""Feleke Kassa"", ""profile_image"": ""https://yageru.com/images/artists/a243.jpg""}, {""name"": ""Meron Abreha"", ""profile_image"": ""https://yageru.com/images/artists/a202.jpg""}]",718Y6KtToxk,N/A
1642,Yashenifal,2023,65,https://yageru.com/info.php?pID=1642&movNM=Yashenifal,https://yageru.com/images/yt_movies/low_res/m1642.jpg,"[{""name"": ""Bahren Kedir"", ""profile_image"": ""https://yageru.com/images/artists/a217.jpg""}, {""name"": ""Sefineh Goche"", ""profile_image"": ""https://yageru.com/images/artists/a386.jpg""}, {""name"": ""Hermela Dagim"", ""profile_image"": ""https://yageru.com/images/artists/blanka.jpg""}]",xuBxbgVJ0KQ,N/A
1641,Fenet,2023,57,https://yageru.com/info.php?pID=1641&movNM=Fenet,https://yageru.com/images/yt_movies/low_res/m1641.jpg,"[{""name"": ""Elias Tesfaye"", ""profile_image"": ""https://yageru.com/images/artists/a396.jpg""}, {""name"": ""Bahren Kedir"", ""profile_image"": ""https://yageru.com/images/artists/a217.jpg""}]",JXtkS4J0Xbg,N/A
1640,Kuraze,2023,114,https://yageru.com/info.php?pID=1640&movNM=Kuraze,https://yageru.com/images/yt_movies/low_res/m1640.jpg,"[{""name"": ""Henok Dinku"", ""profile_image"": ""https://yageru.com/images/artists/a338.jpg""}, {""name"": ""Marta Ayalew"", ""profile_image"": ""https://yageru.com/images/artists/a137.jpg""}, {""name"": ""Yasin Kasim"", ""profile_image"": ""https://yageru.com/images/artists/a383.jpg""}]",_rhYHyd0GO4,N/A
1639,Eyamemew Meta,2023,91,https://yageru.com/info.php?pID=1639&movNM=Eyamemew Meta,https://yageru.com/images/yt_movies/low_res/m1639.jpg,"[{""name"": ""Henok Dinku"", ""profile_image"": ""https://yageru.com/images/artists/a338.jpg""}, {""name"": ""Danayit Daniel"", ""profile_image"": ""https://yageru.com/images/artists/a391.jpg""}, {""name"": ""Makbel Henok"", ""profile_image"": ""https://yageru.com/images/artists/a199.jpg""}]",nDcJllH2qMQ,N/A
1638,YeAbat Eda,2023,98,https://yageru.com/info.php?pID=1638&movNM=YeAbat Eda,https://yageru.com/images/yt_movies/low_res/m1638.jpg,"[{""name"": ""Henok Dinku"", ""profile_image"": ""https://yageru.com/images/artists/a338.jpg""}, {""name"": ""Makbel Henok"", ""profile_image"": ""https://yageru.com/images/artists/a199.jpg""}, {""name"": ""Danayit Daniel"", ""profile_image"": ""https://yageru.com/images/artists/a391.jpg""}, {""name"": ""Tewodros Mekonnen"", ""profile_image"": ""https://yageru.com/images/artists/a447.jpg""}, {""name"": ""Amanuel Niguse"", ""profile_image"": ""https://yageru.com/images/artists/a402.jpg""}, {""name"": ""Lwam Mamay"", ""profile_image"": ""https://yageru.com/images/artists/a413.jpg""}]",ayxNKXBbCt8,N/A
1637,Laymola,2023,90,https://yageru.com/info.php?pID=1637&movNM=Laymola,https://yageru.com/images/yt_movies/low_res/m1637.jpg,"[{""name"": ""Henok Dinku"", ""profile_image"": ""https://yageru.com/images/artists/a338.jpg""}, {""name"": ""Makbel Henok"", ""profile_image"": ""https://yageru.com/images/artists/a199.jpg""}, {""name"": ""Mekdelawit Deres"", ""profile_image"": ""https://yageru.com/images/artists/a390.jpg""}, {""name"": ""Mekdes Abebe"", ""profile_image"": ""https://yageru.com/images/artists/a416.jpg""}, {""name"": ""Amanuel Niguse"", ""profile_image"": ""https://yageru.com/images/artists/a402.jpg""}]",Fi9OcyelMYE,N/A
1636,Yetelaksh,2023,66,https://yageru.com/info.php?pID=1636&movNM=Yetelaksh,https://yageru.com/images/yt_movies/low_res/m1636.jpg,"[{""name"": ""Yosef Fekede"", ""profile_image"": ""https://yageru.com/images/artists/a194.jpg""}, {""name"": ""Yimer Abate"", ""profile_image"": ""https://yageru.com/images/artists/blanka.jpg""}]",FMw1yv_YJnY,N/A
1635,Meliektegna,2023,89,https://yageru.com/info.php?pID=1635&movNM=Meliektegna,https://yageru.com/images/yt_movies/low_res/m1635.jpg,"[{""name"": ""Yosef Fekede"", ""profile_image"": ""https://yageru.com/images/artists/a194.jpg""}, {""name"": ""Samson Girma"", ""profile_image"": ""https://yageru.com/images/artists/a265.jpg""}, {""name"": ""Lydia Tibebu"", ""profile_image"": ""https://yageru.com/images/artists/a304.jpg""}]",es-qDnX1CPY,N/A
1634,Ene Limutilish,2023,96,https://yageru.com/info.php?pID=1634&movNM=Ene Limutilish,https://yageru.com/images/yt_movies/low_res/m1634.jpg,"[{""name"": ""Henok Dinku"", ""profile_image"": ""https://yageru.com/images/artists/a338.jpg""}, {""name"": ""Alemayehu Belayneh (Alex)"", ""profile_image"": ""https://yageru.com/images/artists/a51.jpg""}, {""name"": ""Makbel Henok"", ""profile_image"": ""https://yageru.com/images/artists/a199.jpg""}, {""name"": ""Mekdelawit Deres"", ""profile_image"": ""https://yageru.com/images/artists/a390.jpg""}, {""name"": ""Hiwot Negash"", ""profile_image"": ""https://yageru.com/images/artists/blanka.jpg""}]",y31rxjMLbGI,N/A
1633,Tew Silih,2023,56,https://yageru.com/info.php?pID=1633&movNM=Tew Silih,https://yageru.com/images/yt_movies/low_res/m1633.jpg,"[{""name"": ""Tesfalem Tamrat"", ""profile_image"": ""https://yageru.com/images/artists/a316.jpg""}]",Ep-_47YvvAc,N/A
1632,Tinish Desta,2023,80,https://yageru.com/info.php?pID=1632&movNM=Tinish Desta,https://yageru.com/images/yt_movies/hi_res/m1632.jpg,"[{""name"": ""Henok Dinku"", ""profile_image"": ""https://yageru.com/images/artists/a338.jpg""}, {""name"": ""Samson Girma"", ""profile_image"": ""https://yageru.com/images/artists/a265.jpg""}, {""name"": ""Melat Anwar"", ""profile_image"": ""https://yageru.com/images/artists/a389.jpg""}, {""name"": ""Eliyana Lema"", ""profile_image"": ""https://yageru.com/images/artists/a393.jpg""}]",WhP3_ivyOBw,N/A
1631,Abel,2023,143,https://yageru.com/info.php?pID=1631&movNM=Abel,https://yageru.com/images/yt_movies/hi_res/m1631.jpg,"[{""name"": ""Yosef Fekede"", ""profile_image"": ""https://yageru.com/images/artists/a194.jpg""}, {""name"": ""Dawit Sintayehu"", ""profile_image"": ""https://yageru.com/images/artists/a372.jpg""}, {""name"": ""Abdel Hamid"", ""profile_image"": ""https://yageru.com/images/artists/a400.jpg""}, {""name"": ""Amen Assefe"", ""profile_image"": ""https://yageru.com/images/artists/blanka.jpg""}]",TmUDw1vmFLI,N/A
1630,Nitsuh Tebeday,2023,68,https://yageru.com/info.php?pID=1630&movNM=Nitsuh Tebeday,https://yageru.com/images/yt_movies/hi_res/m1630.jpg,"[{""name"": ""Yosef Fekede"", ""profile_image"": ""https://yageru.com/images/artists/a194.jpg""}, {""name"": ""Cherinet Negash"", ""profile_image"": ""https://yageru.com/images/artists/a405.jpg""}, {""name"": ""Elias Tesfaye"", ""profile_image"": ""https://yageru.com/images/artists/a396.jpg""}, {""name"": ""Rahel Birhanu"", ""profile_image"": ""https://yageru.com/images/artists/blanka.jpg""}]",N/A,N/A
1629,Yeleba Neger,2023,75,https://yageru.com/info.php?pID=1629&movNM=Yeleba Neger,https://yageru.com/images/yt_movies/hi_res/m1629.jpg,"[{""name"": ""Million Birhane"", ""profile_image"": ""https://yageru.com/images/artists/a200.jpg""}, {""name"": ""Alemayehu Belayneh (Alex)"", ""profile_image"": ""https://yageru.com/images/artists/a51.jpg""}, {""name"": ""Makbel Henok"", ""profile_image"": ""https://yageru.com/images/artists/a199.jpg""}, {""name"": ""Amanuel Niguse"", ""profile_image"": ""https://yageru.com/images/artists/a402.jpg""}, {""name"": ""Danayit Daniel"", ""profile_image"": ""https://yageru.com/images/artists/a391.jpg""}]",6QfHIj2-914,N/A
1628,Mushiraw,2023,121,https://yageru.com/info.php?pID=1628&movNM=Mushiraw,https://yageru.com/images/yt_movies/hi_res/m1628.jpg,,,
1627,Safekrat,2023,47,https://yageru.com/info.php?pID=1627&movNM=Safekrat,https://yageru.com/images/yt_movies/low_res/m1627.jpg,"[{""name"": ""Eyob Dawit"", ""profile_image"": ""https://yageru.com/images/artists/a1.jpg""}, {""name"": ""Henok Dinku"", ""profile_image"": ""https://yageru.com/images/artists/a338.jpg""}]",TdwJaIgIoz0,N/A
1626,Wedaj,2023,329,https://yageru.com/info.php?pID=1626&movNM=Wedaj,https://yageru.com/images/yt_movies/low_res/m1626.jpg,"[{""name"": ""Tariku Birhanu"", ""profile_image"": ""https://yageru.com/images/artists/a4.jpg""}, {""name"": ""Dereje Haile"", ""profile_image"": ""https://yageru.com/images/artists/a27.jpg""}, {""name"": ""Chernet Fikadu"", ""profile_image"": ""https://yageru.com/images/artists/a175.jpg""}, {""name"": ""Nuhamin Meseret"", ""profile_image"": ""https://yageru.com/images/artists/a427.jpg""}, {""name"": ""Mihret Tadesse"", ""profile_image"": ""https://yageru.com/images/artists/a398.jpg""}]",KD9oWS8rKQg,N/A
1625,Zimitaye,2023,294,https://yageru.com/info.php?pID=1625&movNM=Zimitaye,https://yageru.com/images/yt_movies/hi_res/m1625.jpg,,,
1624,Leba Ena Leba,2023,290,https://yageru.com/info.php?pID=1624&movNM=Leba Ena Leba,https://yageru.com/images/yt_movies/hi_res/m1624.jpg,"[{""name"": ""Engdasew Habte (Teddy)"", ""profile_image"": ""https://yageru.com/images/artists/a21.jpg""}, {""name"": ""Samson Tadesse (Baby)"", ""profile_image"": ""https://yageru.com/images/artists/a36.jpg""}, {""name"": ""Dereje Haile"", ""profile_image"": ""https://yageru.com/images/artists/a27.jpg""}, {""name"": ""Fikirte Desalegn"", ""profile_image"": ""https://yageru.com/images/artists/a59.jpg""}]",CONNECTION_ERROR,N/A
1623,Akale,2023,93,https://yageru.com/info.php?pID=1623&movNM=Akale,https://yageru.com/images/yt_movies/hi_res/m1623.jpg,"[{""name"": ""Cherinet Negash"", ""profile_image"": ""https://yageru.com/images/artists/a405.jpg""}, {""name"": ""Hiwot Arage"", ""profile_image"": ""https://yageru.com/images/artists/a138.jpg""}, {""name"": ""Yohannes Sewinet"", ""profile_image"": ""https://yageru.com/images/artists/a399.jpg""}, {""name"": ""Abdel Hamid"", ""profile_image"": ""https://yageru.com/images/artists/a400.jpg""}, {""name"": ""Mahider Asegid"", ""profile_image"": ""https://yageru.com/images/artists/blanka.jpg""}]",G6cyB2O-cyQ,N/A
1622,Enderase,2023,91,https://yageru.com/info.php?pID=1622&movNM=Enderase,https://yageru.com/images/yt_movies/hi_res/m1622.jpg,"[{""name"": ""Alemayehu Belayneh (Alex)"", ""profile_image"": ""https://yageru.com/images/artists/a51.jpg""}, {""name"": ""Makbel Henok"", ""profile_image"": ""https://yageru.com/images/artists/a199.jpg""}, {""name"": ""Mekdelawit Deres"", ""profile_image"": ""https://yageru.com/images/artists/a390.jpg""}, {""name"": ""Mekdes Abebe"", ""profile_image"": ""https://yageru.com/images/artists/a416.jpg""}]",82ntxv7qbdI,N/A
1621,Kidus Kal,2023,142,https://yageru.com/info.php?pID=1621&movNM=Kidus Kal,https://yageru.com/images/yt_movies/hi_res/m1621.jpg,"[{""name"": ""Mihret Tadesse"", ""profile_image"": ""https://yageru.com/images/artists/a398.jpg""}]",rvdMckpEa_k,N/A
1620,LeEne New,2023,97,https://yageru.com/info.php?pID=1620&movNM=LeEne New,https://yageru.com/images/yt_movies/hi_res/m1620.jpg,"[{""name"": ""Biniyam Bekele"", ""profile_image"": ""https://yageru.com/images/artists/a139.jpg""}, {""name"": ""Birhanu Birta"", ""profile_image"": ""https://yageru.com/images/artists/a410.jpg""}, {""name"": ""Yohannes Sewinet"", ""profile_image"": ""https://yageru.com/images/artists/a399.jpg""}, {""name"": ""Betelhem Kumsa"", ""profile_image"": ""https://yageru.com/images/artists/blanka.jpg""}]",shKuY6PDVAk,N/A
1619,Tebelan,2023,59,https://yageru.com/info.php?pID=1619&movNM=Tebelan,https://yageru.com/images/yt_movies/hi_res/m1619.jpg,"[{""name"": ""Million Birhane"", ""profile_image"": ""https://yageru.com/images/artists/a200.jpg""}, {""name"": ""Yosef Fekede"", ""profile_image"": ""https://yageru.com/images/artists/a194.jpg""}]",ErTBcQeekyk,N/A
1618,Birabiro,2023,57,https://yageru.com/info.php?pID=1618&movNM=Birabiro,https://yageru.com/images/yt_movies/hi_res/m1618.jpg,"[{""name"": ""Million Birhane"", ""profile_image"": ""https://yageru.com/images/artists/a200.jpg""}, {""name"": ""Amanuel Niguse"", ""profile_image"": ""https://yageru.com/images/artists/a402.jpg""}]",Q_wCL9bIWPM,N/A
1617,Sile Kibrish,2023,68,https://yageru.com/info.php?pID=1617&movNM=Sile Kibrish,https://yageru.com/images/yt_movies/hi_res/m1617.jpg,"[{""name"": ""Bahren Kedir"", ""profile_image"": ""https://yageru.com/images/artists/a217.jpg""}, {""name"": ""Yosef Fekede"", ""profile_image"": ""https://yageru.com/images/artists/a194.jpg""}, {""name"": ""Bezanesh Ayalew"", ""profile_image"": ""https://yageru.com/images/artists/a395.jpg""}, {""name"": ""Mahider Asegid"", ""profile_image"": ""https://yageru.com/images/artists/blanka.jpg""}]",8zXE7A7T9f8,N/A
1616,Telalefin,2023,68,https://yageru.com/info.php?pID=1616&movNM=Telalefin,https://yageru.com/images/yt_movies/hi_res/m1616.jpg,"[{""name"": ""Mekonnen Leake"", ""profile_image"": ""https://yageru.com/images/artists/a6.jpg""}, {""name"": ""Tewodros Fikadu"", ""profile_image"": ""https://yageru.com/images/artists/a229.jpg""}, {""name"": ""Million Birhane"", ""profile_image"": ""https://yageru.com/images/artists/a200.jpg""}]",pYXpFN2zlTc,N/A
1615,Ayine,2023,48,https://yageru.com/info.php?pID=1615&movNM=Ayine,https://yageru.com/images/yt_movies/hi_res/m1615.jpg,"[{""name"": ""Yosef Fekede"", ""profile_image"": ""https://yageru.com/images/artists/a194.jpg""}, {""name"": ""Feleke Kassa"", ""profile_image"": ""https://yageru.com/images/artists/a243.jpg""}]",L2WqybCaUlU,N/A
1614,7 Gize Seba,2023,96,https://yageru.com/info.php?pID=1614&movNM=7 Gize Seba,https://yageru.com/images/yt_movies/hi_res/m1614.jpg,,,
1613,Fikir Astemari,2023,65,https://yageru.com/info.php?pID=1613&movNM=Fikir Astemari,https://yageru.com/images/yt_movies/hi_res/m1613.jpg,"[{""name"": ""Dawit Sintayehu"", ""profile_image"": ""https://yageru.com/images/artists/a372.jpg""}, {""name"": ""Mekonnen Leake"", ""profile_image"": ""https://yageru.com/images/artists/a6.jpg""}, {""name"": ""Amen Assefe"", ""profile_image"": ""https://yageru.com/images/artists/blanka.jpg""}]",sKrzqFngfe8,N/A
1612,Silesua,2023,48,https://yageru.com/info.php?pID=1612&movNM=Silesua,https://yageru.com/images/yt_movies/hi_res/m1612.jpg,"[{""name"": ""Mekdes Abebe"", ""profile_image"": ""https://yageru.com/images/artists/a416.jpg""}]",5S1kZyEKads,N/A
1611,Mirat,2023,60,https://yageru.com/info.php?pID=1611&movNM=Mirat,https://yageru.com/images/yt_movies/hi_res/m1611.jpg,"[{""name"": ""Yohannes Sewinet"", ""profile_image"": ""https://yageru.com/images/artists/a399.jpg""}, {""name"": ""Bezanesh Ayalew"", ""profile_image"": ""https://yageru.com/images/artists/a395.jpg""}, {""name"": ""Mahider Asegid"", ""profile_image"": ""https://yageru.com/images/artists/blanka.jpg""}]",x7IzcdH_iLA,N/A
